first_active_month,card_id,feature_1,feature_2,feature_3,target,source,first_active_year_unit,first_active_month_unit,first_active_month_label_code,first_active_year_unit_label_code,first_active_month_unit_label_code
2017-12,C_ID_8704c0b95a,3,1,0,-0.69062819,train,2017,12,73,6,11
2017-01,C_ID_df3bc355d6,3,1,0,-2.78132071,train,2017,01,62,6,0
2016-06,C_ID_195c307e43,4,2,1,-0.8992079,train,2016,06,55,5,5
2016-09,C_ID_9d8fef6531,4,2,1,-1.28308654,train,2016,09,58,5,8
2017-08,C_ID_e1badf34f7,1,2,0,0.59589885,train,2017,08,69,6,7
2015-11,C_ID_a94f837294,4,1,1,0.47583653,train,2015,11,48,4,10
2017-12,C_ID_a10cbc8851,1,1,0,-0.38919285,train,2017,12,73,6,11
2017-08,C_ID_4238b13751,1,3,0,-0.10865983,train,2017,08,69,6,7
2017-10,C_ID_f70535196c,1,1,0,-2.07170027,train,2017,10,71,6,9
2017-06,C_ID_e420c7a908,2,1,1,-2.63031682,train,2017,06,67,6,5
2017-05,C_ID_dcf129dcff,2,1,1,0.07323982,train,2017,05,66,6,4
2016-07,C_ID_2864f1b997,4,2,1,-0.71205373,train,2016,07,56,5,6
2016-01,C_ID_1df6becf39,1,2,0,1.49428593,train,2016,01,50,5,0
2017-09,C_ID_633f21121a,4,2,1,0.31372902,train,2017,09,70,6,8
2016-01,C_ID_824bf1a0a0,4,1,1,0.52590029,train,2016,01,50,5,0
2017-04,C_ID_8a4ee490e1,3,1,0,-0.92086063,train,2017,04,65,6,3
2017-06,C_ID_83295adf45,4,2,1,-2.60587915,train,2017,06,67,6,5
2016-10,C_ID_d69880120b,4,2,1,-0.57476112,train,2016,10,59,5,9
2017-02,C_ID_c345b95266,4,1,1,1.13720013,train,2017,02,63,6,1
2016-11,C_ID_fd1cde03da,1,2,0,-0.21803255,train,2016,11,60,5,10
2017-01,C_ID_982513c8cf,1,1,0,0.63008486,train,2017,01,62,6,0
2017-05,C_ID_901b8c977d,4,1,1,-0.16315702,train,2017,05,66,6,4
2016-12,C_ID_c95503977c,2,2,1,-5.22449762,train,2016,12,61,5,11
2017-08,C_ID_ba2dcc06d5,1,1,0,-0.47325457,train,2017,08,69,6,7
2017-09,C_ID_cb6ccf4843,3,1,0,2.74703404,train,2017,09,70,6,8
2017-01,C_ID_f38e5b3734,4,2,1,2.54635189,train,2017,01,62,6,0
2017-04,C_ID_5a01a0bb92,2,2,1,-1.15042226,train,2017,04,65,6,3
2017-08,C_ID_ad22d1088e,1,3,0,-0.29003983,train,2017,08,69,6,7
2017-10,C_ID_f67a7de01c,2,2,1,0.83634459,train,2017,10,71,6,9
2017-11,C_ID_cd6befab49,3,3,0,0.0006573,train,2017,11,72,6,10
2015-05,C_ID_38e27146fa,3,2,0,0.0,train,2015,05,42,4,4
2016-03,C_ID_3fa6752da8,1,2,0,0.87886792,train,2016,03,52,5,2
2017-11,C_ID_1c4dc48869,1,1,0,0.16530826,train,2017,11,72,6,10
2017-05,C_ID_18b53d0c77,4,2,1,3.27307046,train,2017,05,66,6,4
2017-07,C_ID_e5b1957afe,2,1,1,1.03795633,train,2017,07,68,6,6
2017-08,C_ID_2402b7405f,2,1,1,1.16990509,train,2017,08,69,6,7
2017-12,C_ID_b2b0592615,2,3,1,0.67585783,train,2017,12,73,6,11
2017-08,C_ID_3e6735a78b,1,3,0,-5.56834704,train,2017,08,69,6,7
2017-05,C_ID_353f451d89,1,1,0,-2.30482247,train,2017,05,66,6,4
2016-10,C_ID_dd38cde7ae,4,2,1,0.42104363,train,2016,10,59,5,9
2016-09,C_ID_e4a79bcd72,2,3,1,0.43108604,train,2016,09,58,5,8
2015-08,C_ID_96dd3a3211,2,1,1,3.30122181,train,2015,08,45,4,7
2017-08,C_ID_75cec60e44,1,3,0,0.15437118,train,2017,08,69,6,7
2017-11,C_ID_f4e584649a,2,1,1,0.77067098,train,2017,11,72,6,10
2016-10,C_ID_d0fc315e1e,2,1,1,-0.98979941,train,2016,10,59,5,9
2017-11,C_ID_2a98457872,4,2,1,0.75779809,train,2017,11,72,6,10
2017-08,C_ID_d0cfe2145f,2,1,1,1.54410194,train,2017,08,69,6,7
2017-09,C_ID_2ad1c2d18c,1,3,0,5.70825752,train,2017,09,70,6,8
2017-06,C_ID_929cf67c44,3,1,0,-0.68741417,train,2017,06,67,6,5
2017-09,C_ID_7e30ca2bd1,2,2,1,-0.21326629,train,2017,09,70,6,8
2017-11,C_ID_af16fefb3e,1,2,0,-0.27580157,train,2017,11,72,6,10
2017-05,C_ID_25076ef80c,1,1,0,1.45386468,train,2017,05,66,6,4
2016-06,C_ID_ce9a85a8dc,4,1,1,2.88981708,train,2016,06,55,5,5
2016-09,C_ID_8d06f7c0be,0,1,0,0.79257894,train,2016,09,58,5,8
2017-04,C_ID_0ce15029c1,2,3,1,-0.66458192,train,2017,04,65,6,3
2017-05,C_ID_19a9473a69,0,1,0,0.68040203,train,2017,05,66,6,4
2017-07,C_ID_0cc2453dd2,1,1,0,0.57682653,train,2017,07,68,6,6
2017-03,C_ID_b90aab11c0,1,2,0,0.56119384,train,2017,03,64,6,2
2017-04,C_ID_9c78721cc7,2,2,1,3.47360006,train,2017,04,65,6,3
2017-01,C_ID_78820bbe24,2,3,1,1.19905876,train,2017,01,62,6,0
2016-08,C_ID_64cce1af27,1,2,0,-1.42510454,train,2016,08,57,5,7
2016-11,C_ID_4d8ef8a92d,0,1,0,0.09046617,train,2016,11,60,5,10
2017-02,C_ID_3edd55fc05,1,3,0,0.71864043,train,2017,02,63,6,1
2017-06,C_ID_3340f3c473,0,2,0,0.54990263,train,2017,06,67,6,5
2015-09,C_ID_70f1a507f8,2,3,1,-1.69766263,train,2015,09,46,4,8
2017-04,C_ID_caadb06dd0,4,2,1,0.59035675,train,2017,04,65,6,3
2015-12,C_ID_9994a2e3e6,2,3,1,-0.8891873,train,2015,12,49,4,11
2016-12,C_ID_59795a4943,2,3,1,0.29647764,train,2016,12,61,5,11
2017-10,C_ID_bec2346fa7,2,1,1,0.15281565,train,2017,10,71,6,9
2016-06,C_ID_808f208d66,4,1,1,-0.40564389,train,2016,06,55,5,5
2017-07,C_ID_67778032ae,0,1,0,-0.76491235,train,2017,07,68,6,6
2017-11,C_ID_a47ef8f2bf,2,1,1,0.38649161,train,2017,11,72,6,10
2014-10,C_ID_bf025e9962,4,1,1,1.10503969,train,2014,10,35,3,9
2012-04,C_ID_9f64366885,2,3,1,-0.14802638,train,2012,04,5,1,3
2016-12,C_ID_aa2d471a60,1,2,0,-0.21443068,train,2016,12,61,5,11
2017-03,C_ID_63bbba3253,3,3,0,-0.76052198,train,2017,03,64,6,2
2016-11,C_ID_b57de6de9e,3,1,0,-0.30755289,train,2016,11,60,5,10
2017-11,C_ID_e0b590a051,2,1,1,0.26077644,train,2017,11,72,6,10
2017-07,C_ID_65f15c6e89,2,3,1,1.3113813,train,2017,07,68,6,6
2016-12,C_ID_3c1403776e,0,3,0,0.210397,train,2016,12,61,5,11
2017-09,C_ID_c8d7e503d4,2,2,1,-1.22415506,train,2017,09,70,6,8
2017-09,C_ID_4690c41799,3,1,0,-1.55352985,train,2017,09,70,6,8
2017-02,C_ID_13b658c239,1,2,0,0.12057692,train,2017,02,63,6,1
2017-10,C_ID_06c125e30f,2,1,1,-0.8476267,train,2017,10,71,6,9
2015-06,C_ID_ca3f5df6eb,2,3,1,0.3182569,train,2015,06,43,4,5
2016-12,C_ID_d74e7a13fa,2,3,1,1.18617026,train,2016,12,61,5,11
2017-05,C_ID_bf704cb7eb,1,2,0,-2.56251174,train,2017,05,66,6,4
2016-10,C_ID_0d39a31588,2,3,1,1.51186617,train,2016,10,59,5,9
2017-10,C_ID_43910fd04d,2,1,1,-0.15168253,train,2017,10,71,6,9
2017-07,C_ID_e3c9ec835a,3,3,0,-1.31025972,train,2017,07,68,6,6
2017-12,C_ID_1f4c920d0c,2,1,1,0.17793447,train,2017,12,73,6,11
2016-08,C_ID_1df8835931,2,1,1,0.47704687,train,2016,08,57,5,7
2015-09,C_ID_a4c45f53da,1,2,0,-0.33073737,train,2015,09,46,4,8
2017-11,C_ID_6c9df38678,2,1,1,-0.26720961,train,2017,11,72,6,10
2017-07,C_ID_cbd9558b92,1,2,0,-0.76942798,train,2017,07,68,6,6
2017-08,C_ID_53ac0a1ef2,1,1,0,1.37961163,train,2017,08,69,6,7
2017-09,C_ID_a22e647b39,2,1,1,0.50519077,train,2017,09,70,6,8
2016-05,C_ID_0f7cc80657,1,2,0,0.98390183,train,2016,05,54,5,4
2017-04,C_ID_847f1f9891,2,2,1,-2.1484588,train,2017,04,65,6,3
2017-07,C_ID_1952cbb023,4,1,1,-2.1260326,train,2017,07,68,6,6
2017-11,C_ID_9e271be782,2,1,1,-1.24327115,train,2017,11,72,6,10
2017-08,C_ID_8346bf96a1,1,2,0,0.81257584,train,2017,08,69,6,7
2016-09,C_ID_8d7971103c,3,2,0,2.21300235,train,2016,09,58,5,8
2017-07,C_ID_aa2354c20c,2,1,1,-0.04026193,train,2017,07,68,6,6
2017-03,C_ID_67a3d09cb6,3,1,0,-1.44731513,train,2017,03,64,6,2
2017-07,C_ID_8eb4d94d3c,0,1,0,-0.19118309,train,2017,07,68,6,6
2015-10,C_ID_79d0c61735,2,3,1,0.82625119,train,2015,10,47,4,9
2017-12,C_ID_0299d05d4a,4,2,1,0.38618347,train,2017,12,73,6,11
2017-07,C_ID_e5fa6560cd,2,1,1,-0.78868571,train,2017,07,68,6,6
2017-11,C_ID_e9fc67198d,0,1,0,-0.70273622,train,2017,11,72,6,10
2017-08,C_ID_fa3d643179,1,1,0,-0.2281268,train,2017,08,69,6,7
2016-11,C_ID_3bd6443bab,4,1,1,0.01855212,train,2016,11,60,5,10
2016-04,C_ID_2ebf786370,3,2,0,2.0812523,train,2016,04,53,5,3
2017-10,C_ID_7c369967c8,4,1,1,-0.81265023,train,2017,10,71,6,9
2017-11,C_ID_c3e80d0403,4,1,1,-0.28748323,train,2017,11,72,6,10
2017-10,C_ID_a45a4751dc,2,1,1,-1.89707465,train,2017,10,71,6,9
2017-03,C_ID_98f144c0ac,1,1,0,1.00916,train,2017,03,64,6,2
2017-03,C_ID_bb265d89e8,0,1,0,-0.57569918,train,2017,03,64,6,2
2017-02,C_ID_580fabdd0e,3,1,0,4.7067606,train,2017,02,63,6,1
2017-08,C_ID_bc0bb491f6,4,2,1,5.05827214,train,2017,08,69,6,7
2017-08,C_ID_f0b9114ce2,3,3,0,-1.29364379,train,2017,08,69,6,7
2017-10,C_ID_6457eae6a5,3,3,0,-1.63445005,train,2017,10,71,6,9
2016-06,C_ID_31f09b6e48,1,2,0,-1.28662397,train,2016,06,55,5,5
2016-05,C_ID_66c58c79b5,2,3,1,5.1695242,train,2016,05,54,5,4
2016-10,C_ID_94a23ac53e,4,1,1,2.16513769,train,2016,10,59,5,9
2017-08,C_ID_c9b4663d51,2,3,1,-1.28379467,train,2017,08,69,6,7
2015-08,C_ID_ba2bd2118d,2,3,1,3.43986488,train,2015,08,45,4,7
2016-04,C_ID_eb79e55c4a,2,2,1,-0.25308694,train,2016,04,53,5,3
2016-11,C_ID_0f4597a8a1,4,2,1,-0.04625932,train,2016,11,60,5,10
2017-12,C_ID_ac53522c4e,2,2,1,-0.53837935,train,2017,12,73,6,11
2017-05,C_ID_58bb2839fc,1,1,0,-0.09265461,train,2017,05,66,6,4
2017-10,C_ID_0d4bee0c6e,2,1,1,-0.02480533,train,2017,10,71,6,9
2017-04,C_ID_bd87769f9b,0,3,0,0.09429724,train,2017,04,65,6,3
2017-04,C_ID_cf7b41120a,2,1,1,-0.41399138,train,2017,04,65,6,3
2015-08,C_ID_2c8cbb365a,4,1,1,0.27170848,train,2015,08,45,4,7
2014-12,C_ID_d04a0e7f77,2,1,1,1.63226822,train,2014,12,37,3,11
2016-07,C_ID_ece5eafd60,1,2,0,-2.76701864,train,2016,07,56,5,6
2015-09,C_ID_26376873b0,2,3,1,-3.42319935,train,2015,09,46,4,8
2016-05,C_ID_d8ada0c5b5,2,2,1,0.38826735,train,2016,05,54,5,4
2017-12,C_ID_aa2da17046,3,1,0,-8.10846098,train,2017,12,73,6,11
2017-01,C_ID_90ee45b071,0,3,0,-2.48968278,train,2017,01,62,6,0
2017-10,C_ID_eeeae6d02a,1,1,0,0.52439118,train,2017,10,71,6,9
2017-02,C_ID_5b3473ce8e,3,1,0,-1.89296982,train,2017,02,63,6,1
2017-09,C_ID_5362f4257a,1,1,0,-3.01282404,train,2017,09,70,6,8
2017-02,C_ID_c27e686768,2,3,1,1.31831684,train,2017,02,63,6,1
2016-10,C_ID_5b9c7f6a4b,2,1,1,-33.21928095,train,2016,10,59,5,9
2016-11,C_ID_6bd8b67c37,3,2,0,-0.85882095,train,2016,11,60,5,10
2017-08,C_ID_24be19276f,4,2,1,2.51331715,train,2017,08,69,6,7
2017-02,C_ID_8632a63f2a,2,2,1,-0.38903793,train,2017,02,63,6,1
2015-12,C_ID_ae6ca3ba84,4,1,1,-1.90302458,train,2015,12,49,4,11
2017-09,C_ID_33060be40c,3,3,0,-0.65690826,train,2017,09,70,6,8
2017-11,C_ID_eaf46fa551,0,1,0,-0.60684135,train,2017,11,72,6,10
2016-02,C_ID_3160c1f696,2,1,1,3.75325115,train,2016,02,51,5,1
2016-05,C_ID_732b5b2455,2,2,1,-3.26809268,train,2016,05,54,5,4
2016-06,C_ID_896d616f21,2,3,1,1.79484035,train,2016,06,55,5,5
2017-02,C_ID_f4e0c0ad79,3,1,0,-0.37485049,train,2017,02,63,6,1
2017-05,C_ID_ad915a21d2,1,2,0,-0.92756652,train,2017,05,66,6,4
2013-06,C_ID_df58c0b6f3,2,1,1,-4.48364997,train,2013,06,19,2,5
2016-10,C_ID_050fd7a553,4,1,1,0.14764069,train,2016,10,59,5,9
2017-07,C_ID_4fa3b6cf18,2,1,1,1.37285184,train,2017,07,68,6,6
2017-07,C_ID_133682aff8,2,1,1,2.83615492,train,2017,07,68,6,6
2017-12,C_ID_d1e5ac02db,4,2,1,-0.38443261,train,2017,12,73,6,11
2016-10,C_ID_e1756498ae,2,2,1,-0.14236618,train,2016,10,59,5,9
2016-07,C_ID_998e9bacab,1,2,0,-1.88277355,train,2016,07,56,5,6
2015-02,C_ID_74cdfaf5a2,1,1,0,-0.16321221,train,2015,02,39,4,1
2016-01,C_ID_1e150e8c71,2,3,1,0.23534643,train,2016,01,50,5,0
2017-01,C_ID_3f07da2595,3,3,0,-1.03783003,train,2017,01,62,6,0
2016-11,C_ID_ccce638241,4,1,1,-1.49754739,train,2016,11,60,5,10
2017-03,C_ID_0fe7539293,1,1,0,0.076823,train,2017,03,64,6,2
2016-11,C_ID_e7d53c17f5,1,2,0,2.56236461,train,2016,11,60,5,10
2017-05,C_ID_4497d77976,1,2,0,-0.60219791,train,2017,05,66,6,4
2017-04,C_ID_36fd4c23ca,1,2,0,-0.1850519,train,2017,04,65,6,3
2017-09,C_ID_57f2a7e048,1,3,0,0.02321689,train,2017,09,70,6,8
2015-09,C_ID_42fd599508,4,1,1,0.41677563,train,2015,09,46,4,8
2017-07,C_ID_d277c4c374,1,1,0,1.07190441,train,2017,07,68,6,6
2016-09,C_ID_69a6d365da,4,2,1,1.71507203,train,2016,09,58,5,8
2017-10,C_ID_f1126aa733,2,1,1,0.42392988,train,2017,10,71,6,9
2017-12,C_ID_fc82d6470c,1,1,0,0.11487391,train,2017,12,73,6,11
2016-07,C_ID_351bf45e91,2,3,1,-1.57145103,train,2016,07,56,5,6
2017-08,C_ID_b9becc98c8,0,1,0,0.07565289,train,2017,08,69,6,7
2017-10,C_ID_3cdec50f9b,2,1,1,3.73566821,train,2017,10,71,6,9
2016-11,C_ID_7c7eeebe6b,2,3,1,0.29963417,train,2016,11,60,5,10
2017-04,C_ID_6e465aaa5e,3,1,0,1.01812494,train,2017,04,65,6,3
2017-12,C_ID_ac77953eb6,4,1,1,-3.81295909,train,2017,12,73,6,11
2017-01,C_ID_9263bfd45f,0,3,0,0.09357872,train,2017,01,62,6,0
2017-01,C_ID_4a79ad4fc2,2,2,1,0.42368683,train,2017,01,62,6,0
2017-10,C_ID_892cdfb403,3,1,0,-0.45287886,train,2017,10,71,6,9
2017-05,C_ID_e4e3953771,2,1,1,-33.21928095,train,2017,05,66,6,4
2016-12,C_ID_92040eca90,2,2,1,-0.71204108,train,2016,12,61,5,11
2017-08,C_ID_9798e6d6bb,1,1,0,-5.02094415,train,2017,08,69,6,7
2015-08,C_ID_9250496614,2,1,1,1.95844241,train,2015,08,45,4,7
2017-02,C_ID_51541afe4b,2,3,1,-0.57056761,train,2017,02,63,6,1
2017-06,C_ID_128d5add99,1,3,0,2.32560767,train,2017,06,67,6,5
2017-09,C_ID_3c01ce530a,2,1,1,0.34193638,train,2017,09,70,6,8
2015-07,C_ID_44d3d80d30,4,1,1,2.31868943,train,2015,07,44,4,6
2017-09,C_ID_f77bd5baae,1,3,0,0.94393871,train,2017,09,70,6,8
2017-12,C_ID_9e4e022fa3,2,1,1,0.25557547,train,2017,12,73,6,11
2017-01,C_ID_a8afe2c31a,1,1,0,-0.45693318,train,2017,01,62,6,0
2017-11,C_ID_b3239de91f,2,1,1,-0.09251697,train,2017,11,72,6,10
2017-01,C_ID_e3fd906236,2,2,1,-2.44862894,train,2017,01,62,6,0
2017-05,C_ID_49be3f3e5d,2,3,1,-0.28260958,train,2017,05,66,6,4
2016-10,C_ID_91f8f8184d,0,1,0,0.00625239,train,2016,10,59,5,9
2014-10,C_ID_add326b00f,2,3,1,-0.86532807,train,2014,10,35,3,9
2017-06,C_ID_033551aba8,0,1,0,-2.78993787,train,2017,06,67,6,5
2015-12,C_ID_ab98428ea9,4,1,1,0.10977504,train,2015,12,49,4,11
2017-06,C_ID_b5e861a90a,3,1,0,-0.33158701,train,2017,06,67,6,5
2017-01,C_ID_6aa2cd328e,2,2,1,-0.4493074,train,2017,01,62,6,0
2017-03,C_ID_58fd770976,3,2,0,0.25683095,train,2017,03,64,6,2
2017-10,C_ID_693ef4d64c,1,1,0,-0.04376011,train,2017,10,71,6,9
2017-01,C_ID_5df4c8834e,4,1,1,-0.51948365,train,2017,01,62,6,0
2017-07,C_ID_e0d7ff746c,4,2,1,-2.82583189,train,2017,07,68,6,6
2017-09,C_ID_5f4de214c4,2,1,1,4.07466559,train,2017,09,70,6,8
2017-09,C_ID_9994b5859d,1,1,0,0.15295192,train,2017,09,70,6,8
2016-12,C_ID_53241f1da5,2,2,1,0.91044707,train,2016,12,61,5,11
2017-07,C_ID_d6e327eb9a,2,2,1,-0.42961821,train,2017,07,68,6,6
2016-11,C_ID_9e1f56db34,2,1,1,1.08532073,train,2016,11,60,5,10
2017-07,C_ID_9bc69739be,1,2,0,-3.91821194,train,2017,07,68,6,6
2016-12,C_ID_18407db67c,2,2,1,1.10633521,train,2016,12,61,5,11
2017-09,C_ID_87b20ec5c3,3,1,0,0.18715075,train,2017,09,70,6,8
2017-05,C_ID_d6caf38d38,1,2,0,0.90557278,train,2017,05,66,6,4
2017-06,C_ID_1e36110bf4,4,2,1,0.9692299,train,2017,06,67,6,5
2017-11,C_ID_e30a796bb3,2,1,1,0.48167239,train,2017,11,72,6,10
2017-11,C_ID_8208224358,1,1,0,-0.18950325,train,2017,11,72,6,10
2016-03,C_ID_85d348c1e5,1,2,0,-0.86664591,train,2016,03,52,5,2
2015-08,C_ID_cc4cad61ee,2,3,1,1.25768142,train,2015,08,45,4,7
2017-02,C_ID_bdc51c4e2c,2,2,1,0.03903965,train,2017,02,63,6,1
2017-10,C_ID_1e316d776d,2,2,1,-0.74878608,train,2017,10,71,6,9
2017-01,C_ID_403aeb6df8,4,1,1,0.36982346,train,2017,01,62,6,0
2017-04,C_ID_2902d90bdd,3,2,0,2.92332111,train,2017,04,65,6,3
2017-05,C_ID_6fb623240b,1,1,0,0.87584269,train,2017,05,66,6,4
2016-11,C_ID_b8a72b0fdd,3,2,0,-0.09165082,train,2016,11,60,5,10
2016-06,C_ID_d0c7346584,4,1,1,-0.00539033,train,2016,06,55,5,5
2017-07,C_ID_2761d83750,4,1,1,0.011578,train,2017,07,68,6,6
2016-11,C_ID_0471a73b70,2,3,1,0.99496441,train,2016,11,60,5,10
2016-07,C_ID_4c2c10c7cd,4,2,1,2.773968,train,2016,07,56,5,6
2017-02,C_ID_45cf7a4ead,3,3,0,-3.92919278,train,2017,02,63,6,1
2017-06,C_ID_b496eeb3b6,4,2,1,0.22152127,train,2017,06,67,6,5
2017-09,C_ID_15bc400132,3,1,0,-2.51891868,train,2017,09,70,6,8
2016-08,C_ID_6a71dcfa78,1,2,0,1.0772786,train,2016,08,57,5,7
2017-11,C_ID_e7f3cc4fd2,2,1,1,3.55807863,train,2017,11,72,6,10
2017-07,C_ID_6ba4cbe643,3,1,0,-0.36365057,train,2017,07,68,6,6
2014-07,C_ID_ae12686ed1,2,1,1,0.26651158,train,2014,07,32,3,6
2017-03,C_ID_7a2779e1d0,3,1,0,0.03401266,train,2017,03,64,6,2
2017-08,C_ID_0ac2d0281d,1,2,0,3.14126596,train,2017,08,69,6,7
2017-09,C_ID_91179ad524,4,1,1,-0.47780033,train,2017,09,70,6,8
2017-04,C_ID_94011e6e68,2,3,1,0.74327774,train,2017,04,65,6,3
2017-03,C_ID_cc8bb81305,1,2,0,-0.60919534,train,2017,03,64,6,2
2016-08,C_ID_85c6066e35,1,2,0,0.31195973,train,2016,08,57,5,7
2017-06,C_ID_f4fee1e5d2,1,1,0,-0.45739883,train,2017,06,67,6,5
2017-11,C_ID_02edd6a76a,1,1,0,1.39816781,train,2017,11,72,6,10
2017-06,C_ID_de04340b54,1,1,0,-0.17737626,train,2017,06,67,6,5
2017-08,C_ID_a5fafd17ee,2,3,1,0.39693035,train,2017,08,69,6,7
2017-11,C_ID_8c97ff8275,4,2,1,1.38626102,train,2017,11,72,6,10
2016-07,C_ID_f1ffae6fb2,1,2,0,-33.21928095,train,2016,07,56,5,6
2015-09,C_ID_28ed3978a5,4,1,1,-0.77894651,train,2015,09,46,4,8
2016-07,C_ID_dbc3ccea24,2,1,1,-1.88525929,train,2016,07,56,5,6
2016-10,C_ID_b70699c7b1,2,3,1,0.24575039,train,2016,10,59,5,9
2017-04,C_ID_d221180ec2,1,1,0,0.09321902,train,2017,04,65,6,3
2016-09,C_ID_8775886b53,4,2,1,-3.08121619,train,2016,09,58,5,8
2016-05,C_ID_326c35a0f9,2,1,1,-0.1828071,train,2016,05,54,5,4
2017-12,C_ID_9d85927836,4,1,1,0.39092566,train,2017,12,73,6,11
2017-06,C_ID_2ca1ca64e4,2,2,1,-2.15037979,train,2017,06,67,6,5
2017-07,C_ID_294069ae8d,2,1,1,-0.98323849,train,2017,07,68,6,6
2017-03,C_ID_3c6c4894b9,1,1,0,-2.76569638,train,2017,03,64,6,2
2017-08,C_ID_22f3666714,2,1,1,-1.30938956,train,2017,08,69,6,7
2017-05,C_ID_ffce90bb31,1,1,0,-0.68286312,train,2017,05,66,6,4
2017-10,C_ID_28a6683edc,2,1,1,3.88803695,train,2017,10,71,6,9
2016-03,C_ID_9000088bfa,3,2,0,0.1494809,train,2016,03,52,5,2
2017-07,C_ID_9110a3377b,2,2,1,-0.00388288,train,2017,07,68,6,6
2017-04,C_ID_7b77bfb01e,4,2,1,0.54980618,train,2017,04,65,6,3
2016-09,C_ID_d30c9eeece,2,1,1,-1.89542308,train,2016,09,58,5,8
2017-10,C_ID_149606a463,4,2,1,2.38741219,train,2017,10,71,6,9
2016-07,C_ID_9880f6d4b6,2,1,1,0.22945543,train,2016,07,56,5,6
2017-08,C_ID_350317f95a,2,1,1,0.70555076,train,2017,08,69,6,7
2017-08,C_ID_df47107c31,2,1,1,-2.12797921,train,2017,08,69,6,7
2017-10,C_ID_e8616f05b1,1,1,0,-0.01580402,train,2017,10,71,6,9
2014-03,C_ID_a363f7841e,2,3,1,0.21274101,train,2014,03,28,3,2
2017-06,C_ID_70fb488b1e,3,3,0,0.65761224,train,2017,06,67,6,5
2017-07,C_ID_d14214ba18,3,1,0,-0.63102328,train,2017,07,68,6,6
2017-02,C_ID_3dbcce3055,1,1,0,1.04854471,train,2017,02,63,6,1
2017-05,C_ID_a39a360d54,2,1,1,-1.27377038,train,2017,05,66,6,4
2017-06,C_ID_fd3934ec0e,0,1,0,0.61695222,train,2017,06,67,6,5
2016-12,C_ID_903349f518,4,2,1,-1.57410151,train,2016,12,61,5,11
2017-10,C_ID_f48ced1860,0,2,0,-1.73258022,train,2017,10,71,6,9
2017-10,C_ID_3d314bc55a,2,1,1,-0.3555411,train,2017,10,71,6,9
2016-11,C_ID_b07bb826b1,4,1,1,0.88330357,train,2016,11,60,5,10
2017-06,C_ID_a4ff911a5b,1,1,0,-33.21928095,train,2017,06,67,6,5
2016-12,C_ID_f5b706d721,1,2,0,0.77054544,train,2016,12,61,5,11
2017-10,C_ID_1edd932868,1,1,0,0.14979925,train,2017,10,71,6,9
2016-08,C_ID_58b9d929c5,0,3,0,-2.00918759,train,2016,08,57,5,7
2016-01,C_ID_41cc1ea248,2,1,1,0.27746374,train,2016,01,50,5,0
2015-07,C_ID_fd9d802ca6,2,1,1,0.28701509,train,2015,07,44,4,6
2017-09,C_ID_5c3dd5d94b,2,3,1,0.42008243,train,2017,09,70,6,8
2016-12,C_ID_383629ce9d,4,1,1,-1.43985931,train,2016,12,61,5,11
2017-09,C_ID_554f7d6dfa,1,3,0,-0.5916024,train,2017,09,70,6,8
2016-09,C_ID_c94316139b,3,2,0,0.0,train,2016,09,58,5,8
2017-10,C_ID_991998880d,0,1,0,-6.79974235,train,2017,10,71,6,9
2016-06,C_ID_3e49532d7e,1,2,0,0.35185365,train,2016,06,55,5,5
2016-10,C_ID_972a680617,4,1,1,1.61700845,train,2016,10,59,5,9
2017-12,C_ID_6d121238c9,1,2,0,-0.21910576,train,2017,12,73,6,11
2017-06,C_ID_7ea7128002,4,1,1,-3.56942222,train,2017,06,67,6,5
2017-06,C_ID_b5a4ebb905,2,1,1,0.23169535,train,2017,06,67,6,5
2017-07,C_ID_1253cdd899,3,1,0,4.73915085,train,2017,07,68,6,6
2016-12,C_ID_2ecc8b9e3f,1,1,0,-33.21928095,train,2016,12,61,5,11
2017-02,C_ID_e1b0ca9700,2,1,1,-3.51777424,train,2017,02,63,6,1
2012-08,C_ID_a71aae117c,2,3,1,-1.88515678,train,2012,08,9,1,7
2016-04,C_ID_78cef869ad,2,2,1,-1.76753547,train,2016,04,53,5,3
2017-12,C_ID_67c169e4ce,1,3,0,0.3802227,train,2017,12,73,6,11
2016-11,C_ID_5506722d71,4,2,1,-3.86984018,train,2016,11,60,5,10
2016-07,C_ID_af97a85a78,1,2,0,-1.0198153,train,2016,07,56,5,6
2017-07,C_ID_89926e9a4c,2,1,1,-0.17536143,train,2017,07,68,6,6
2017-01,C_ID_1678f2a667,2,1,1,-0.00758145,train,2017,01,62,6,0
2017-09,C_ID_eb2793f394,4,2,1,-0.73437966,train,2017,09,70,6,8
2017-10,C_ID_00e3b932e5,1,1,0,-0.73391002,train,2017,10,71,6,9
2016-02,C_ID_f183c7d578,1,2,0,-0.01103387,train,2016,02,51,5,1
2017-05,C_ID_f80d165156,0,3,0,-0.70369734,train,2017,05,66,6,4
2016-08,C_ID_b556d0de16,1,2,0,-0.35489179,train,2016,08,57,5,7
2016-05,C_ID_bd60bf01d1,3,2,0,-0.84437052,train,2016,05,54,5,4
2017-07,C_ID_9a3c13253f,3,1,0,0.0397492,train,2017,07,68,6,6
2016-11,C_ID_99365ba033,2,1,1,-1.99412473,train,2016,11,60,5,10
2017-11,C_ID_001b81c304,3,1,0,0.2555077,train,2017,11,72,6,10
